Flow,Error Code,finish,lor1_signoff,Comment,Description
DVE,poly1frame,enable,enable,,poly1frame: layer poly1frame not allowed in design data
DVE,polycondnp,enable,enable,,polycondnp: layer polycondnp not allowed in design data
DVE,polyconframe,enable,enable,,polyconframe: layer polyconframe not allowed in design data
DVE,polydnp,enable,enable,,polydnp: layer polydnp not allowed in design data
DVE,ptd1reservedframe,enable,enable,,ptd1reservedframe: layer ptd1reservedframe not allowed in design data
DVE,scratch,enable,enable,,scratch: layer scratch not allowed in design data
DVE,SM_00,enable,enable,,SM_00: No layouts are allowed within the poly_180pitchID layer except bit-cells and template-cells
DVE,SM_01,enable,enable,,SM_01: only poly width = SM_01
DVE,SM_02,enable,enable,,SM_02: only poly pitch = SM_02
DVE,sram_id,enable,enable,,sram_id: layer sram_id not allowed in design data
DVE,UL_01,enable,enable,,UL_01: min tgoxid width = UL_01
DVE,UL_03,enable,enable,,UL_03: min tgoxid space = UL_03
DVE,UL_05,enable,enable,,UL_05: min tgoxid area [sq um] = UL_05
DVE,UL_06,enable,enable,,UL_06: min tgoxid hole area [sq um] = UL_06
DVE,UL_07,enable,enable,,UL_07: min tgoxid seg. len. when adj at corner = UL_07
DVE,UL_11,enable,enable,,"UL_11: tgoxid encl of tdiff, in gate dir = UL_11"
DVE,UL_12,enable,enable,,"UL_12: tgoxid encl of tdiff, orthog gate dir = UL_12"
DVE,UL_13,enable,enable,,"UL_13: tgoxid space to tdiff, in gate dir = UL_13"
DVE,UL_14,enable,enable,,"UL_14: tgoxid space to tdiff, orthog gate dir = UL_14"
DVE,UL_21,enable,enable,,UL_21: min offset between non-coincident nwell and tgoxid = UL_21
DVE,V0_01/V0_31/V0_32,enable,enable,,V0_01/V0_31/V0_32: only via0 size = V0_01 x V0_01 or V0_31 x V0_32
DVE,V0_03,enable,enable,,V0_03: svia0 to svia0 center-to-center separation
DVE,V0_11,enable,enable,,V0_11: min via0 enclosure by diffcon end = V0_11
DVE,V0_11/V0_13,enable,enable,,V0_11/V0_13: via0 must be enclose by diffcon or polycon
DVE,V0_12,enable,enable,,V0_12: only via0 extent beyond diffcon side = V0_12
DVE,V0_13,enable,enable,,V0_13: only via0 enclosure by polycon side = V0_13
DVE,V0_14,enable,enable,,V0_14: max via0 extent beyond polycon end = V0_14
DVE,V0_15,enable,enable,,V0_15: min V0 space to polycon end = V0_15
DVE,V0_33,enable,enable,,V0_33: min rvia0 long edge facing space to via0 = V0_33
DVE,V0_34,enable,enable,,V0_34: min rvia0 short edge facing space to svia0 = V0_34
DVE,V0_35,enable,enable,,V0_35: min rvia0 short edge facing space to rvia0 short edge = V0_35
DVE,V0_39,enable,enable,,V0_39: min rvia0 corner-to-corner space to via0 = V0_39
DVE,V1_01/V1_31/V1_32,enable,enable,,V1_01/V1_31/V1_32: only via1 size = V1_01 x V1_01 or V1_31 x V1_32
DVE,V1_03,enable,enable,,V1_03: svia1 to svia1 center-to-center separation
DVE,V1_12/V1_11,enable,enable,,V1_12/V1_11: min svia1_nbc enclosure by metal1 = V1_12 orthogonal V1_11
DVE,V1_21,enable,enable,,V1_21: svia1 to svia0 center-to-center separation
DVE,V1_22,enable,enable,,V1_22: min svia1 facing edge space to rvia0 = V1_22
DVE,V1_23,disable,enable,Bug in flow; aquare to square spacing violations being reported,V1_23: min svia1_nbc corner-to-corner space to rvia0_nbc = V1_23
DVE,V1_33,enable,enable,,V1_33: min rvia1 long edge facing space to via1 = V1_33
DVE,V1_34,enable,enable,,V1_34: min rvia1 short edge facing space to svia1 = V1_34
DVE,V1_35,enable,enable,,V1_35: min rvia1 short edge facing space to rvia1 short edge = V1_35
DVE,V1_39,enable,enable,,V1_39: min rvia1 corner-to-corner space to via1 = V1_39
DVE,V1_41,enable,enable,,V1_41: min rvia1 facing edge space to via0 = V1_41
DVE,V1_43,enable,enable,,V1_43: min rvia1 corner-to-corner space to via0 = V1_43
DVE,V1_52/V1_51,enable,enable,,V1_52/V1_51: min rvia1 enclosure by metal1 = V1_52 orthogonal V1_51
DVE,V2_01/V2_31/V2_32,enable,enable,,V2_01/V2_31/V2_32: only via2 size = V2_01 x V2_01 or V2_31 x V2_32
DVE,V2_03,enable,enable,,V2_03: svia2 to svia2 center-to-center separation
DVE,V2_11/V2_12,enable,enable,,V2_11/V2_12: min svia2 enclosure by metal2 = V2_11 orthogonal V2_12
DVE,V2_21,enable,enable,,V2_21: svia2 to svia1 center-to-center separation
DVE,V2_22,enable,enable,,V2_22: min svia2 facing edge space to rvia1 = V2_22
DVE,V2_23,disable,enable,Bug in flow; aquare to square spacing violations being reported,V2_23: min svia2 corner-to-corner space to rvia1 = V2_23
DVE,V2_33,enable,enable,,V2_33: min rvia2 long edge facing space to via2 = V2_33
DVE,V2_34,enable,enable,,V2_34: min rvia2 short edge facing space to svia2 = V2_34
DVE,V2_35,enable,enable,,V2_35: min rvia2 short edge facing space to rvia2 short edge = V2_35
DVE,V2_39,enable,enable,,V2_39: min rvia2 corner-to-corner space to via2 = V2_39
DVE,V2_41,enable,enable,,V2_41: min rvia2 facing edge space to via1 = V2_41
DVE,V2_43,enable,enable,,V2_43: min rvia2 corner-to-corner space to via1 = V2_43
DVE,V2_51/V2_52,enable,enable,,V2_51/V2_52: min rvia2 enclosure by metal2 = V2_51 orthogonal V2_52
DVE,V3_01/V3_31/V3_32,enable,enable,,V3_01/V3_31/V3_32: only via3 size = V3_01 x V3_01 or V3_31 x V3_32
DVE,V3_02,enable,enable,,V3_02: svia3 to svia3 center-to-center separation
DVE,V3_12/V3_11,enable,enable,,V3_12/V3_11: min svia3 enclosure by metal3 = V3_12 orthogonal V3_11
DVE,V3_21,enable,enable,,V3_21: svia3 to svia2 center-to-center separation
DVE,V3_22,enable,enable,,V3_22: min svia3 facing edge space to rvia2 = V3_22
DVE,V3_23,enable,enable,,V3_23: min svia3 corner-to-corner space to rvia2 = V3_23
DVE,V3_33,enable,enable,,V3_33: min rvia3 long edge facing space to svia3 = V3_33
DVE,V3_34,enable,enable,,V3_34: min rvia3 short edge facing space to svia3 = V3_34
DVE,V3_35,enable,enable,,V3_35: min rvia3 corner-to-corner space to svia3 = V3_35
DVE,V3_36,enable,enable,,V3_36: min rvia3 long edge facing space to rvia3 long edge = V3_36
DVE,V3_36/only,enable,enable,,V3_36/only: min rvia3 long edge facing space to rvia3 long edge = V3_36
DVE,V3_37,enable,enable,,V3_37: min rvia3 short edge facing space to rvia3 = V3_37
DVE,V3_38,enable,enable,,V3_38: min rvia3 corner-to-corner space = V3_38
DVE,V3_39,enable,enable,,V3_39: min red. rvia3 long edge facing space to rvia3 long edge = V3_39
DVE,V3_39/only,enable,enable,,V3_39/only: min red. rvia3 long edge facing space to rvia3 long edge = V3_39
DVE,V3_39/triplet,enable,enable,,V3_39/triplet: redundant vias are allowed in pair only
DVE,V3_42,enable,enable,,V3_42: min rvia3 facing edge space to via2 = V3_42
DVE,V3_43,enable,enable,,V3_43: min rvia3 corner-to-corner space to via2 = V3_43
DVE,V3_52/V3_51,enable,enable,,V3_52/V3_51: min rvia3 enclosure by metal3 = V3_52 orthogonal V3_51
DVE,V4_01/V4_31/V4_32,enable,enable,,V4_01/V4_31/V4_32: only via4 size = V4_01 x V4_01 or V4_31 x V4_32
DVE,V4_02,enable,enable,,V4_02: svia4 to svia4 center-to-center separation
DVE,V4_12/V4_11,enable,enable,,V4_12/V4_11: min svia4 enclosure by metal4 = V4_12 orthogonal V4_11
DVE,V4_21,enable,enable,,V4_21: svia4 to svia3 center-to-center separation
DVE,V4_22,enable,enable,,V4_22: min svia4 facing edge space to rvia3 = V4_22
DVE,V4_23,enable,enable,,V4_23: min svia4 corner-to-corner space to rvia3 = V4_23
DVE,V4_33,enable,enable,,V4_33: min rvia4 long edge facing space to svia4 = V4_33
DVE,V4_34,enable,enable,,V4_34: min rvia4 short edge facing space to svia4 = V4_34
DVE,V4_35,enable,enable,,V4_35: min rvia4 corner-to-corner space to svia4 = V4_35
DVE,V4_36,enable,enable,,V4_36: min rvia4 long edge facing space to rvia4 long edge = V4_36
DVE,V4_36/only,enable,enable,,V4_36/only: min rvia4 long edge facing space to rvia4 long edge = V4_36
DVE,V4_37,enable,enable,,V4_37: min rvia4 short edge facing space to rvia4 = V4_37
DVE,V4_38,enable,enable,,V4_38: min rvia4 corner-to-corner space = V4_38
DVE,V4_39,enable,enable,,V4_39: min red. rvia4 long edge facing space to rvia4 long edge = V4_39
DVE,V4_39/only,enable,enable,,V4_39/only: min red. rvia4 long edge facing space to rvia4 long edge = V4_39
DVE,V4_39/triplet,enable,enable,,V4_39/triplet: redundant vias are allowed in pair only
DVE,V4_42,enable,enable,,V4_42: min rvia4 facing edge space to via3 = V4_42
DVE,V4_43,enable,enable,,V4_43: min rvia4 corner-to-corner space to via3 = V4_43
DVE,V4_52/V4_51,enable,enable,,V4_52/V4_51: min rvia4 enclosure by metal4 = V4_52 orthogonal V4_51
DVE,V5_01/V5_31/V5_32,enable,enable,,V5_01/V5_31/V5_32: only via5 size = V5_01 x V5_01 or V5_31 x V5_32
DVE,V5_02,enable,enable,,V5_02: svia5 to svia5 center-to-center separation
DVE,V5_12/V5_11,enable,enable,,V5_12/V5_11: min svia5 enclosure by metal5 = V5_12 orthogonal V5_11
DVE,V5_21,enable,enable,,V5_21: svia5 to svia4 center-to-center separation
DVE,V5_22,enable,enable,,V5_22: min svia5 facing edge space to rvia4 = V5_22
DVE,V5_23,enable,enable,,V5_23: min svia5 corner-to-corner space to rvia4 = V5_23
DVE,V5_33,enable,enable,,V5_33: min rvia5 long edge facing space to svia5 = V5_33
DVE,V5_34,enable,enable,,V5_34: min rvia5 short edge facing space to svia5 = V5_34
DVE,V5_35,enable,enable,,V5_35: min rvia5 corner-to-corner space to svia5 = V5_35
DVE,V5_36,enable,enable,,V5_36: min rvia5 long edge facing space to rvia5 long edge = V5_36
DVE,V5_36/only,enable,enable,,V5_36/only: min rvia5 long edge facing space to rvia5 long edge = V5_36
DVE,V5_37,enable,enable,,V5_37: min rvia5 short edge facing space to rvia5 = V5_37
DVE,V5_38,enable,enable,,V5_38: min rvia5 corner-to-corner space = V5_38
DVE,V5_39,enable,enable,,V5_39: min red. rvia5 long edge facing space to rvia5 long edge = V5_39
DVE,V5_39/only,enable,enable,,V5_39/only: min red. rvia5 long edge facing space to rvia5 long edge = V5_39
DVE,V5_39/triplet,enable,enable,,V5_39/triplet: redundant vias are allowed in pair only
DVE,V5_42,enable,enable,,V5_42: min rvia5 facing edge space to via4 = V5_42
DVE,V5_43,enable,enable,,V5_43: min rvia5 corner-to-corner space to via4 = V5_43
DVE,V5_52/V5_51,enable,enable,,V5_52/V5_51: min rvia5 enclosure by metal5 = V5_52 orthogonal V5_51
DVE,V6_01/V6_31/V6_32,enable,enable,,V6_01/V6_31/V6_32: only via6 size = V6_01 x V6_01 or V6_31 x V6_32
DVE,V6_02,enable,enable,,V6_02: svia6 to svia6 center-to-center separation
DVE,V6_12/V6_11,enable,enable,,V6_12/V6_11: min svia6 enclosure by metal6 = V6_12 orthogonal V6_11
DVE,V6_21,enable,enable,,V6_21: svia6 to svia5 center-to-center separation
DVE,V6_22,enable,enable,,V6_22: min svia6 facing edge space to rvia5 = V6_22
DVE,V6_23,enable,enable,,V6_23: min svia6 corner-to-corner space to rvia5 = V6_23
DVE,V6_33,enable,enable,,V6_33: min rvia6 long edge facing space to svia6 = V6_33
DVE,V6_34,enable,enable,,V6_34: min rvia6 short edge facing space to svia6 = V6_34
DVE,V6_35,enable,enable,,V6_35: min rvia6 corner-to-corner space to svia6 = V6_35
DVE,V6_36,enable,enable,,V6_36: min rvia6 long edge facing space to rvia6 long edge = V6_36
DVE,V6_36/only,enable,enable,,V6_36/only: min rvia6 long edge facing space to rvia6 long edge = V6_36
DVE,V6_37,enable,enable,,V6_37: min rvia6 short edge facing space to rvia6 = V6_37
DVE,V6_38,enable,enable,,V6_38: min rvia6 corner-to-corner space = V6_38
DVE,V6_39,enable,enable,,V6_39: min red. rvia6 long edge facing space to rvia6 long edge = V6_39
DVE,V6_39/only,enable,enable,,V6_39/only: min red. rvia6 long edge facing space to rvia6 long edge = V6_39
DVE,V6_39/triplet,enable,enable,,V6_39/triplet: redundant vias are allowed in pair only
DVE,V6_42,enable,enable,,V6_42: min rvia6 facing edge space to via5 = V6_42
DVE,V6_43,enable,enable,,V6_43: min rvia6 corner-to-corner space to via5 = V6_43
DVE,V6_52/V6_51,enable,enable,,V6_52/V6_51: min rvia6 enclosure by metal6 = V6_52 orthogonal V6_51
DVE,V7_01/V7_31/V7_32,enable,enable,,V7_01/V7_31/V7_32: only via7 size = V7_01 x V7_01 or V7_31 x V7_32
DVE,V7_02,enable,enable,,V7_02: svia7 to svia7 center-to-center separation
DVE,V7_12/V7_11,enable,enable,,V7_12/V7_11: min svia7 enclosure by metal7 = V7_12 orthogonal V7_11
DVE,V7_21,enable,enable,,V7_21: svia7 to svia6 center-to-center separation
DVE,V7_22,enable,enable,,V7_22: min svia7 facing edge space to rvia6 = V7_22
DVE,V7_23,enable,enable,,V7_23: min svia7 corner-to-corner space to rvia6 = V7_23
DVE,V7_30,enable,enable,,V7_30: min red. rvia7 short edge facing space to rvia7 short edge = V7_30
DVE,V7_33,enable,enable,,V7_33: min rvia7 long edge facing space to svia7 = V7_33
DVE,V7_34,enable,enable,,V7_34: min rvia7 short edge facing space to svia7 = V7_34
DVE,V7_35,enable,enable,,V7_35: min rvia7 corner-to-corner space to svia7 = V7_35
DVE,V7_36,enable,enable,,V7_36: min rvia7 long edge facing space to rvia7 long edge = V7_36
DVE,V7_36/only,enable,enable,,V7_36/only: min rvia7 long edge facing space to rvia7 long edge = V7_36
DVE,V7_37,enable,enable,,V7_37: min rvia7 short edge facing space to rvia7 short edge = V7_37
DVE,V7_37,enable,enable,,V7_37: min rvia7 short edge facing space to rvia7 long edge = V7_37
DVE,V7_38,enable,enable,,V7_38: min rvia7 corner-to-corner space = V7_38
DVE,V7_39,enable,enable,,V7_39: min red. rvia7 long edge facing space to rvia7 long edge = V7_39
DVE,V7_39/only,enable,enable,,V7_39/only: min red. rvia7 long edge facing space to rvia7 long edge = V7_39
DVE,V7_39/triplet,enable,enable,,V7_39/triplet: redundant vias are allowed in pair only
DVE,V7_42,enable,enable,,V7_42: min rvia7 facing edge space to via6 = V7_42
DVE,V7_43,enable,enable,,V7_43: min rvia7 corner-to-corner space to via6 = V7_43
DVE,V7_52/V7_51,enable,enable,,V7_52/V7_51: min rvia7 enclosure by metal7 = V7_52 orthogonal V7_51
DVE,V8_31/V8_32,enable,enable,,V8_31/V8_32: only via8 size = V8_31 x V8_32
DVE,V8_36,enable,enable,,V8_36: min rvia8 space = V8_36
DVE,V8_42,enable,enable,,V8_42: min rvia8 facing edge space to via7 = V8_42
DVE,V8_43,enable,enable,,V8_43: min rvia8 corner-to-corner space to via7 = V8_43
DVE,V8_52/V8_51,enable,enable,,V8_52/V8_51: min rvia8 enclosure by metal8 = V8_52 orthogonal V8_51
DVE,V9_31/V9_32,enable,enable,,V9_31/V9_32: only via9 size = V9_31 x V9_32
DVE,V9_33,enable,enable,,V9_33: min rvia9 space = V9_33
DVE,V9_52/V9_51,enable,enable,,V9_52/V9_51: min rvia9 enclosure by metal9 = V9_52 orthogonal V9_51
DVE,V9_61,enable,enable,,"V9_61: only 1 via9 allowed per bump, and each via9 must be covered by a bump"
DVE,V9_62,enable,enable,,V9_62: Only distance from center of via9 to center of bump = V9_62
DVE,VD_21,enable,enable,,VD_21: area of via0 array clusters > VD_21
DVE,VD_22,enable,enable,,VD_22: area of via1 array clusters > VD_22
DVE,VD_23,enable,enable,,VD_23: area of via2 array clusters > VD_23
DVE,VD_24,enable,enable,,VD_24: area of via3 array clusters > VD_24
DVE,VD_25,enable,enable,,VD_25: area of via4 array clusters > VD_25
DVE,VD_26,enable,enable,,VD_26: area of via5 array clusters > VD_26
DVE,VD_27,enable,enable,,VD_27: area of via6 array clusters > VD_27
DVE,VD_28,enable,enable,,VD_28: area of via7 array clusters > VD_28
DVE,VD_29,enable,enable,,VD_29: area of via8 array clusters > VD_29
DVE,VD_51,enable,enable,,VD_51: merged med density via0 area > VD_51
DVE,VD_52,enable,enable,,VD_52: merged med density via1 area > VD_52
DVE,VD_53,enable,enable,,VD_53: merged med density via2 area > VD_53
DVE,VD_54,enable,enable,,VD_54: merged med density via3 area > VD_54
DVE,VD_55,enable,enable,,VD_55: merged med density via4 area > VD_55
DVE,VD_56,enable,enable,,VD_56: merged med density via5 area > VD_56
DVE,VD_57,enable,enable,,VD_57: merged med density via6 area > VD_57
DVE,VD_58,enable,enable,,VD_58: merged med density via7 area > VD_58
DVE,VD_59,enable,enable,,VD_59: merged med density via8 area > VD_59
DVE,via0dnp,enable,enable,,via0dnp: layer via0dnp not allowed in design data
DVE,via0frame,enable,enable,,via0frame: layer via0frame not allowed in design data
DVE,via1dnp,enable,enable,,via1dnp: layer via1dnp not allowed in design data
DVE,via1frame,enable,enable,,via1frame: layer via1frame not allowed in design data
DVE,via2dnp,enable,enable,,via2dnp: layer via2dnp not allowed in design data
DVE,via2frame,enable,enable,,via2frame: layer via2frame not allowed in design data
DVE,via3dnp,enable,enable,,via3dnp: layer via3dnp not allowed in design data
DVE,via3frame,enable,enable,,via3frame: layer via3frame not allowed in design data
DVE,via4dnp,enable,enable,,via4dnp: layer via4dnp not allowed in design data
DVE,via4frame,enable,enable,,via4frame: layer via4frame not allowed in design data
DVE,via5dnp,enable,enable,,via5dnp: layer via5dnp not allowed in design data
DVE,via5frame,enable,enable,,via5frame: layer via5frame not allowed in design data
DVE,via6dnp,enable,enable,,via6dnp: layer via6dnp not allowed in design data
DVE,via6frame,enable,enable,,via6frame: layer via6frame not allowed in design data
DVE,via7dnp,enable,enable,,via7dnp: layer via7dnp not allowed in design data
DVE,via7frame,enable,enable,,via7frame: layer via7frame not allowed in design data
DVE,via8dnp,enable,enable,,via8dnp: layer via8dnp not allowed in design data
DVE,via8frame,enable,enable,,via8frame: layer via8frame not allowed in design data
METALFILLABLE,M1_BG_NR_0,enable,enable,,"NRD Metal1 - [0.120-0.175,0.120-0.180] Space - [0.125-0.355]"
METALFILLABLE,M1_BG_NR_1,enable,enable,,"NRD Metal1 - [0.120-0.175,0.120-0.180] Space - [0.425-0.595]"
METALFILLABLE,M1_BG_NR_2,enable,enable,,"NRD Metal1 - [0.180-0.180,0.180-0.180] Space - [0.265-0.355]"
METALFILLABLE,M1_BG_PR_0,enable,enable,,"PRD Metal1 - [0.080-0.090,0.080-0.090] Space - [0.085-0.235]"
METALFILLABLE,M1_BG_PR_1,enable,enable,,"PRD Metal1 - [0.080-0.090,0.080-0.090] Space - [0.255-0.275]"
METALFILLABLE,M1_BG_PR_2,enable,enable,,"PRD Metal1 - [0.080-0.090,0.080-0.090] Space - [0.325-0.395]"
METALFILLABLE,M1_BG_PR_3,enable,enable,,"PRD Metal1 - [0.080-0.090,0.080-0.090] Space - [0.425-0.435]"
METALFILLABLE,M1_BG_PR_4,enable,enable,,"PRD Metal1 - [0.080-0.090,0.120-0.160] Space - [0.085-0.235]"
METALFILLABLE,M1_BG_PR_5,enable,enable,,"PRD Metal1 - [0.080-0.090,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M1_BG_PR_6,enable,enable,,"PRD Metal1 - [0.120-0.160,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M1_CONT_PR,enable,enable,,PRD M1 is not a continuous 1/2 DR from boundary.
METALFILLABLE,M1_EE_NR_0,disable,disable,,"NRD Metal1 - [0.120-0.180,0.120-0.180] Space - [0.240-0.360]"
METALFILLABLE,M1_EE_PR_0,disable,disable,,"PRD Metal1 - [0.080-0.090,0.080-0.090] Space - [0.120-0.440]"
METALFILLABLE,M1_EE_PR_1,disable,disable,,"PRD Metal1 - [0.080-0.090,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M1_EE_PR_2,disable,disable,,"PRD Metal1 - [0.120-0.160,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M1_EOL_AON_PR,disable,enable,,PRD M1 end of line violates all-or-nothing region.
METALFILLABLE,M1_EOL_HALF_PR,disable,enable,,PRD M1 end of line violates 1/2 DR region.
METALFILLABLE,M1_EOL_NR,disable,enable,M1 fill not handled in fub finish (Needs to be a part of mig fill delivery),NRD M1 end of line is not half min-DR from boundary.
METALFILLABLE,M1_HDR_NR,enable,enable,,NRD M1 is not half min-DR from boundary.
METALFILLABLE,M1_HDR_PR,enable,enable,,PRD M1 is not half min-DR from boundary.
METALFILLABLE,M1_ogd,enable,enable,Dummy code; no error reported,M1 OGD routing
METALFILLABLE,M1_pgd,enable,enable,Dummy code; no error reported,M1 PGD routing
METALFILLABLE,M1_testing,enable,enable,Dummy code; no error reported,M1 testing
METALFILLABLE,M1_wide_ogd,enable,enable,Dummy code; no error reported,M1 Wide OGD routing
METALFILLABLE,M1_wide_pgd,enable,enable,Dummy code; no error reported,M1 Wide PGD routing
METALFILLABLE,M2_BG_NR_0,enable,enable,,"NRD Metal2 - [0.120-0.175,0.120-0.180] Space - [0.125-0.355]"
METALFILLABLE,M2_BG_NR_1,enable,enable,,"NRD Metal2 - [0.120-0.175,0.120-0.180] Space - [0.425-0.595]"
METALFILLABLE,M2_BG_NR_2,enable,enable,,"NRD Metal2 - [0.180-0.180,0.180-0.180] Space - [0.265-0.355]"
METALFILLABLE,M2_BG_PR_0,enable,enable,,"PRD Metal2 - [0.080-0.090,0.080-0.090] Space - [0.085-0.235]"
METALFILLABLE,M2_BG_PR_1,enable,enable,,"PRD Metal2 - [0.080-0.090,0.080-0.090] Space - [0.255-0.275]"
METALFILLABLE,M2_BG_PR_2,enable,enable,,"PRD Metal2 - [0.080-0.090,0.080-0.090] Space - [0.325-0.395]"
METALFILLABLE,M2_BG_PR_3,enable,enable,,"PRD Metal2 - [0.080-0.090,0.080-0.090] Space - [0.425-0.435]"
METALFILLABLE,M2_BG_PR_4,enable,enable,,"PRD Metal2 - [0.080-0.090,0.120-0.160] Space - [0.085-0.235]"
METALFILLABLE,M2_BG_PR_5,enable,enable,,"PRD Metal2 - [0.080-0.090,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M2_BG_PR_6,enable,enable,,"PRD Metal2 - [0.120-0.160,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M2_CONT_PR,enable,enable,,PRD M2 is not a continuous 1/2 DR from boundary.
METALFILLABLE,M2_EE_NR_0,disable,disable,,"NRD Metal2 - [0.120-0.180,0.120-0.180] Space - [0.240-0.360]"
METALFILLABLE,M2_EE_PR_0,disable,disable,,"PRD Metal2 - [0.080-0.090,0.080-0.090] Space - [0.120-0.440]"
METALFILLABLE,M2_EE_PR_1,disable,disable,,"PRD Metal2 - [0.080-0.090,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M2_EE_PR_2,disable,disable,,"PRD Metal2 - [0.120-0.160,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M2_EOL_AON_PR,disable,enable,,PRD M2 end of line violates all-or-nothing region.
METALFILLABLE,M2_EOL_HALF_PR,disable,enable,Penryn M2 fill,PRD M2 end of line violates 1/2 DR region.
METALFILLABLE,M2_EOL_NR,disable,enable,Penryn M2 fill,NRD M2 end of line is not half min-DR from boundary.
METALFILLABLE,M2_HDR_NR,enable,enable,,NRD M2 is not half min-DR from boundary.
METALFILLABLE,M2_HDR_PR,enable,enable,,PRD M2 is not half min-DR from boundary.
METALFILLABLE,M2_ogd,enable,enable,Dummy code; no error reported,M2 OGD routing
METALFILLABLE,M2_pgd,enable,enable,Dummy code; no error reported,M2 PGD routing
METALFILLABLE,M2_testing,enable,enable,Dummy code; no error reported,M2 testing
METALFILLABLE,M2_wide_ogd,enable,enable,Dummy code; no error reported,M2 Wide OGD routing
METALFILLABLE,M2_wide_pgd,enable,enable,Dummy code; no error reported,M2 Wide PGD routing
METALFILLABLE,M3_BG_NR_0,enable,enable,,"NRD Metal3 - [0.120-0.175,0.120-0.180] Space - [0.125-0.355]"
METALFILLABLE,M3_BG_NR_1,enable,enable,,"NRD Metal3 - [0.120-0.175,0.120-0.180] Space - [0.425-0.595]"
METALFILLABLE,M3_BG_NR_2,enable,enable,,"NRD Metal3 - [0.180-0.180,0.180-0.180] Space - [0.265-0.355]"
METALFILLABLE,M3_BG_PR_0,enable,enable,,"PRD Metal3 - [0.080-0.090,0.080-0.090] Space - [0.085-0.235]"
METALFILLABLE,M3_BG_PR_1,enable,enable,,"PRD Metal3 - [0.080-0.090,0.080-0.090] Space - [0.255-0.275]"
METALFILLABLE,M3_BG_PR_2,enable,enable,,"PRD Metal3 - [0.080-0.090,0.080-0.090] Space - [0.325-0.395]"
METALFILLABLE,M3_BG_PR_3,enable,enable,,"PRD Metal3 - [0.080-0.090,0.080-0.090] Space - [0.425-0.435]"
METALFILLABLE,M3_BG_PR_4,enable,enable,,"PRD Metal3 - [0.080-0.090,0.120-0.160] Space - [0.085-0.235]"
METALFILLABLE,M3_BG_PR_5,enable,enable,,"PRD Metal3 - [0.080-0.090,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M3_BG_PR_6,enable,enable,,"PRD Metal3 - [0.120-0.160,0.120-0.160] Space - [0.255-0.275]"
METALFILLABLE,M3_CONT_PR,enable,enable,,PRD M3 is not a continuous 1/2 DR from boundary.
METALFILLABLE,M3_EE_NR_0,disable,disable,,"NRD Metal3 - [0.120-0.180,0.120-0.180] Space - [0.240-0.360]"
METALFILLABLE,M3_EE_PR_0,disable,disable,,"PRD Metal3 - [0.080-0.090,0.080-0.090] Space - [0.120-0.440]"
METALFILLABLE,M3_EE_PR_1,disable,disable,,"PRD Metal3 - [0.080-0.090,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M3_EE_PR_2,disable,disable,,"PRD Metal3 - [0.120-0.160,0.120-0.160] Space - [0.120-0.540]"
METALFILLABLE,M3_EOL_AON_PR,disable,enable,,PRD M3 end of line violates all-or-nothing region.
METALFILLABLE,M3_EOL_HALF_PR,disable,enable,,PRD M3 end of line violates 1/2 DR region.
METALFILLABLE,M3_EOL_NR,disable,enable,,NRD M3 end of line is not half min-DR from boundary.
METALFILLABLE,M3_HDR_NR,enable,enable,,NRD M3 is not half min-DR from boundary.
METALFILLABLE,M3_HDR_PR,enable,enable,,PRD M3 is not half min-DR from boundary.
METALFILLABLE,M3_ogd,enable,enable,Dummy code; no error reported,M3 OGD routing
METALFILLABLE,M3_pgd,enable,enable,Dummy code; no error reported,M3 PGD routing
METALFILLABLE,M3_testing,enable,enable,Dummy code; no error reported,M3 testing
METALFILLABLE,M3_wide_ogd,enable,enable,Dummy code; no error reported,M3 Wide OGD routing
METALFILLABLE,M3_wide_pgd,enable,enable,Dummy code; no error reported,M3 Wide PGD routing
METALFILLABLE,X_Off-grid,disable,enable,FUB finish snaps X boundary to 160nm grid today,Max X boundary not aligned with 480nm pitch.
METALFILLABLE,X-Y_Off_Axis,enable,enable,,"Cell boundary not centered at 0,0"
METALFILLABLE,Y_Off-grid,disable,enable,,Max Y boundary not aligned with 480nm pitch.
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
